Drift Threshold (pct. of mean depth),drift_area,not_drift_area,drift_volume,not_drift_volume,mean_drift_depth,mean_not_drift_depth,Drift Threshold (pct. of mean depth),Drift Area pct.,Not Drift Area pct.,Drift Volume pct.,Not Drift Volume pct.,Drift Volume-Area Difference (pct.),Drift Volume-Area Difference Slope,Year,Study Area,Inflection Threshold,Mean_Depth [m],SD Depth [m],CV,Total Area,Total Volume
80.0,46170899.0,30947149.0,23282200.0,4708509.0,0.5042613744735718,0.1682010442018509,80.0,59.870419697345035,40.129580302654965,83.1782878881492,16.82167995833476,23.307868190804164,0.618544826753606,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
85.00000000000001,43421117.0,33696931.0,22457276.0,5533544.0,0.5171971321105957,0.1799929291009903,85.00000000000001,56.304740752774244,43.695259247225756,80.23115377033201,19.769210636183036,23.92641301755777,0.5236582818223177,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
90.00000000000001,40622274.0,36495774.0,21561426.0,6429188.0,0.5307784080505371,0.19167597591876984,90.00000000000001,52.67544375604528,47.324556243954724,77.03062851049408,22.968999937765084,24.3551847544488,0.2849665582426759,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
95.00000000000001,39209201.0,37908847.0,21088050.0,6902609.0,0.5378342270851135,0.19747108221054077,95.00000000000001,50.84309317580238,49.15690682419763,75.3394393098455,24.660349905993836,24.496346134043122,0.13588488449539682,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
100.00000000000003,36389050.0,40728998.0,20101008.0,7889666.0,0.5523916482925415,0.2088584303855896,100.00000000000003,47.186165811665774,52.813834188334226,71.81312033510537,28.18672246992735,24.626954523439593,0.03011947757920197,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
105.00000000000003,33578501.0,43539547.0,19061196.0,8929470.0,0.5676606893539429,0.22001497447490692,105.00000000000003,43.541689488821085,56.45831051117891,68.09827457802261,31.90153964610697,24.556585089201526,-0.16887758945876996,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
110.00000000000003,30807555.0,46310493.0,17980612.0,10010172.0,0.5836429595947266,0.23087956011295319,110.00000000000003,39.948566903560625,60.05143309643937,64.23776624808268,35.762469544368244,24.289199344522054,-0.3604793417815735,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
115.00000000000003,28106912.0,49011136.0,16873430.0,11117268.0,0.6003302931785583,0.24137893319129944,115.00000000000003,36.4466071547869,63.5533928452131,60.28223356042528,39.71769498731687,23.83562640563838,-0.5410711975437295,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
120.00000000000004,25479373.0,51638675.0,15743799.0,12246906.0,0.6179037094116211,0.2515546977519989,120.00000000000004,33.03944233650727,66.96055766349272,56.246499285941866,43.753454270090536,23.207056949434595,-0.5009920845186944,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
125.00000000000004,24205824.0,52912224.0,15177031.0,12813610.0,0.6269991397857666,0.2564855217933655,125.00000000000004,31.388014385426356,68.61198561457364,54.221656622027346,45.77806828677993,22.83364223660099,-0.611285081624688,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
130.00000000000006,21754513.0,55363535.0,14049620.0,13941025.0,0.6458255648612976,0.2660007178783417,130.00000000000006,28.20936676198028,71.79063323801972,50.1938535481655,49.80588565109334,21.98448678618522,-0.905374543764502,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
135.00000000000006,19452550.0,57665498.0,12944944.0,15045796.0,0.6654625535011292,0.27500149607658386,135.00000000000006,25.224380679344993,74.77561932065501,46.24727382841698,53.752804769066664,21.022893149071987,-1.0068507409768745,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
140.00000000000006,17301341.0,59816707.0,11869650.0,16121108.0,0.6860537528991699,0.28350839018821716,140.00000000000006,22.43487931644743,77.56512068355256,42.4056646206789,57.5944782838368,19.97078530423147,-1.0804674554417772,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
145.00000000000006,15323587.0,61794461.0,10841437.0,17149300.0,0.7074999213218689,0.2914532721042633,145.00000000000006,19.870299362349005,80.12970063765098,38.73225760053744,61.26781027910753,18.861958238188432,-0.8368541470054982,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
150.00000000000006,14404361.0,62713687.0,10349681.0,17641034.0,0.7185102701187134,0.29519861936569214,150.00000000000006,18.678326764702344,81.32167323529765,36.97540377492282,63.024585507238505,18.297077010220473,-0.8539759116604255,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
155.00000000000006,12691802.0,64426246.0,9408138.0,18582558.0,0.741276741027832,0.3022908866405487,155.00000000000006,16.457628699315627,83.54237130068437,33.61163511418321,66.38828628833315,17.15400641486758,-1.1379010734939659,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
160.00000000000009,11159142.0,65958906.0,8534785.0,19455950.0,0.7648245096206665,0.3087996244430542,160.00000000000009,14.47020806335762,85.52979193664237,30.491482926590162,69.50857780782901,16.02127486323254,-1.1134040792428195,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
165.00000000000009,9808941.0,67309107.0,7738477.0,20252184.0,0.7889208197593689,0.3146933615207672,165.00000000000009,12.719384442925733,87.28061555707427,27.646582699307675,72.35321366175744,14.927198256381942,-1.0707886931265564,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
170.00000000000009,8620819.0,68497229.0,7014034.0,20976666.0,0.8136157393455505,0.32004228234291077,170.00000000000009,11.178730820572637,88.82126917942736,25.058428297552066,74.94150739541587,13.879697476979429,-1.0163132968395052,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
175.00000000000009,7587419.0,69530629.0,6363208.0,21627410.0,0.8386525511741638,0.3248489499092102,175.00000000000009,9.838707276408241,90.16129272359176,22.733278939111173,77.26636379959957,12.894571662702932,-0.7261484234745614,2012,CLPX,155.00000000000006,0.36295936,0.23595326,0.65008175,77118048.0,27990718.0
